BattingTeam,BowlingTeam,Venue,Overs,current_score,wickets_left,current_run_rate,required_run_rate,target
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",12.6,117,8,9.0,5.857142857142857,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",13.1,117,8,8.886075949367088,6.0,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",13.2,118,8,8.85,6.0,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",13.3,119,8,8.814814814814815,6.0,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",13.4,120,8,8.78048780487805,6.0,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",13.5,122,8,8.819277108433734,5.837837837837838,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",13.6,122,8,8.714285714285714,6.0,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",14.1,123,8,8.68235294117647,6.0,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",14.2,123,8,8.581395348837209,6.176470588235294,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",14.3,124,8,8.551724137931034,6.181818181818182,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",14.4,125,8,8.522727272727273,6.1875,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",14.5,125,8,8.426966292134832,6.387096774193548,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",14.6,126,8,8.4,6.4,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",15.1,127,8,8.373626373626374,6.413793103448276,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",15.2,128,8,8.347826086956522,6.428571428571429,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",15.3,128,8,8.258064516129032,6.666666666666667,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",15.4,134,8,8.553191489361701,5.538461538461538,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",15.5,134,8,8.463157894736842,5.76,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",15.6,140,8,8.75,4.5,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",16.1,141,8,8.721649484536082,4.434782608695652,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",16.2,143,8,8.755102040816327,4.090909090909091,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",16.3,147,8,8.909090909090908,3.142857142857143,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",16.4,148,8,8.88,3.0,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",16.5,148,7,8.792079207920793,3.1578947368421053,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",16.6,148,7,8.705882352941176,3.333333333333333,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",17.1,149,7,8.679611650485437,3.176470588235294,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",17.2,150,7,8.653846153846153,3.0,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",17.3,151,7,8.628571428571428,2.8,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",17.4,152,7,8.60377358490566,2.571428571428572,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",17.5,154,7,8.63551401869159,1.8461538461538465,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",17.6,155,7,8.61111111111111,1.5,158
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",18.1,161,7,8.862385321100918,0.0,158
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",5.1,49,8,9.483870967741936,10.719101123595506,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",5.2,55,8,10.3125,10.431818181818182,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",5.3,55,8,10.0,10.551724137931034,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",5.4,61,8,10.764705882352942,10.255813953488373,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",5.5,61,8,10.457142857142856,10.376470588235296,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",5.6,62,8,10.333333333333334,10.428571428571429,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",6.1,63,8,10.216216216216216,10.481927710843374,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",6.2,64,8,10.105263157894736,10.53658536585366,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",6.3,64,8,9.846153846153848,10.666666666666666,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",6.4,65,8,9.75,10.725,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",6.5,66,8,9.658536585365852,10.78481012658228,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",6.6,67,8,9.571428571428571,10.846153846153848,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",7.1,67,8,9.348837209302326,10.987012987012989,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",7.2,68,8,9.272727272727272,11.052631578947368,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",7.3,69,8,9.2,11.12,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",7.4,70,8,9.130434782608695,11.18918918918919,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",7.5,76,8,9.702127659574469,10.849315068493151,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",7.6,77,8,9.625,10.916666666666666,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",7.7,79,8,9.673469387755102,10.901408450704226,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",8.1,80,8,9.79591836734694,10.816901408450704,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",8.2,81,8,9.72,10.885714285714286,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",8.3,82,8,9.647058823529411,10.956521739130435,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",8.4,83,8,9.576923076923077,11.029411764705882,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",8.5,83,8,9.39622641509434,11.194029850746269,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",8.6,84,8,9.333333333333334,11.272727272727272,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",9.1,84,8,9.163636363636364,11.446153846153846,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",9.2,85,8,9.107142857142858,11.53125,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",9.3,86,8,9.052631578947368,11.61904761904762,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",9.4,87,8,9.0,11.709677419354838,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",9.5,88,8,8.94915254237288,11.80327868852459,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",9.6,89,8,8.9,11.9,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",10.1,93,8,9.147540983606556,11.694915254237287,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",10.2,94,8,9.096774193548388,11.79310344827586,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",10.3,95,8,9.047619047619047,11.894736842105264,208
